,humidity,windspeed,pressure,temp,conditions
3129,23.48,12.8,1014.6,69.4,3.0
2789,53.96,8.0,1027.6,44.7,2.0
6250,35.08,18.1,1017.6,76.0,1.0
6752,32.45,19.7,1008.8,80.0,1.0
2396,71.6,17.9,1035.9,26.5,1.0
6236,42.45,20.4,1009.7,74.2,1.0
3124,12.89,11.8,1006.3,94.1,1.0
10852,64.75,8.6,1016.2,78.9,1.0
10063,77.27,11.0,1022.7,65.9,3.0
15571,39.54,22.9,1013.0,68.0,3.0
12753,64.01,9.9,1015.3,53.8,1.0
17127,76.11,12.3,1015.1283048687221,80.1,1.0
1948,55.84,15.4,1021.7,41.6,3.0
182,20.31,12.8,1012.4,69.4,1.0
3547,75.06,8.5,1014.8,84.1,1.0
4338,51.33,7.1,1023.3,62.8,1.0
2716,82.64,4.6,1016.8,33.2,4.0
1053,16.3,9.0,1009.5,80.1,1.0
19541,66.87,12.7,1010.8,69.3,2.0
17037,60.09,25.1,1016.2,59.3,3.0
148,19.93,13.9,1010.4,71.6,1.0
17092,51.66,12.0,1015.6,77.4,3.0
16753,88.68,17.8,1008.1,49.4,3.0
16407,60.92,15.8,1021.1,47.4,1.0
17669,68.64,11.2,1015.6,60.9,3.0
18341,61.86,7.8,1019.3,74.1,1.0
2260,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
1199,87.39,11.7,1009.3,75.4,2.0
14504,81.92,18.9,1023.7,16.5,7.0
4508,44.62,5.9,1023.7,48.5,1.0
8661,65.01,11.4,1019.9,68.3,1.0
2283,64.73,9.5,1016.1,69.5,1.0
1192,77.65,21.0,1012.6,67.9,2.0
8298,71.93,13.4,1008.8,74.7,2.0
1048,45.26,18.1,1017.7,58.5,1.0
8542,70.34,15.2,1010.5,74.8,1.0
5605,78.88,11.7,1014.9,65.5,3.0
9452,72.04,10.5,1023.0,74.9,1.0
7762,91.75,10.5,1018.9,37.4,3.0
2693,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
21232,71.59,11.8,1016.5,76.8,5.0
19182,59.66,11.7,1015.1283048687221,61.9,2.0
14448,55.09,15.7,1017.6,61.6,1.0
21276,95.12,11.4,1015.1283048687221,66.9,2.0
156,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
2511,55.21,7.5,1024.5,58.8,1.0
19759,78.7,16.6,1016.4,77.2,5.0
1908,10.81,5.7,1011.3,77.2,1.0
7830,67.6,6.9,1011.7,81.9,2.0
1706,93.17,16.7,1020.2,59.2,6.0
1464,64.13,17.1,1016.9,43.3,3.0
3800,47.65,16.1,1012.0,71.4,5.0
19417,71.78,9.4,1014.3,85.0,1.0
19155,84.21,10.8,1021.8,68.9,3.0
6418,90.46,8.7,1018.4,75.8,2.0
1834,64.13,17.1,1016.9,43.3,3.0
9056,70.72,9.4,1014.2,80.6,1.0
14542,32.03,10.2,1013.3,74.2,3.0
10317,77.61,5.8,1047.5,82.2,1.0
30,59.35,20.1,1017.0,47.4,2.0
2306,47.82,7.5,1017.2,47.1,5.0
1226,60.63,11.7,1016.1,60.3,1.0
13897,78.99,30.6,1024.7,44.2,1.0
18713,86.15,11.7,1013.2,65.3,2.0
3413,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
173,51.56,9.0,1013.0,64.9,1.0
10868,82.6,11.9,1012.4,75.0,2.0
21311,88.75,21.9,1015.1283048687221,46.5,2.0
3241,82.9,7.1,1024.6,23.4,1.0
4955,79.75,6.9,1029.4,26.0,3.0
11892,58.74,13.6,1026.7,68.3,1.0
3742,73.25,8.6,1013.0,77.3,2.0
14205,59.56,14.4,1015.1283048687221,66.1,2.0
5920,60.5,18.5,1019.1,66.1,1.0
19583,74.75,13.2,1010.5,45.9,2.0
8519,70.03,27.7,1010.7,46.4,2.0
807,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
1469,51.44,12.2,1012.0,70.9,1.0
14294,58.9,12.4,1014.9,77.2,1.0
3902,39.31,19.6,1016.4,59.7,1.0
10614,77.08,10.1,1012.5,51.5,2.0
493,54.01,11.4,1017.9,46.9,3.0
13911,80.84,5.1,1013.2,83.9,2.0
6747,32.71,15.9,1005.1,93.4,1.0
14374,65.29,12.9,1020.4,67.8,3.0
1001,91.56,6.6,1020.6,43.5,2.0
2317,52.38,15.0,1015.4,65.0,1.0
19984,78.55,22.8,1010.1,74.7,2.0
14239,74.77,15.6,1009.3,83.6,3.0
972,66.54,24.2,1016.1,43.0,2.0
5404,25.62,16.6,1015.0,68.1,1.0
2380,75.27,9.9,1012.6,83.5,1.0
6585,30.4,19.7,1013.8,77.9,1.0
6861,31.77,16.6,1014.6,80.2,1.0
21229,65.12,22.6,1008.7,53.1,3.0
16033,74.27,16.4,1012.9,75.0,3.0
11003,73.88,11.4,1010.9,82.4,3.0
12965,56.52,15.6,1014.3,36.1,2.0
18047,77.06,9.0,1017.1,74.6,2.0
9893,66.74,11.8,1020.3,72.6,1.0
198,37.67,8.6,1012.2,73.9,1.0
1058,37.67,8.6,1012.2,73.9,1.0
640,59.35,20.1,1017.0,47.4,2.0
14947,70.31,15.2,1014.7,84.3,3.0
9538,89.16,17.1,1025.4,43.7,6.0
16703,56.35,7.7,1023.3,71.0,1.0
9378,81.5,16.3,1011.8,65.4,3.0
15369,37.16,11.1,1008.5,82.5,1.0
7431,70.1,17.2,1013.0,85.5,3.0
2662,30.79,8.8,1010.6,72.6,1.0
20682,54.04,19.8,1018.3,47.6,1.0
9908,62.73,19.4,1018.5,58.5,3.0
10661,88.22,6.5,1015.6,77.9,2.0
15952,70.01,13.8,1020.9,33.7,2.0
14254,92.68,13.7,1017.0,46.6,2.0
1920,56.73,12.8,1016.3,57.9,3.0
1952,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
16755,74.32,10.9,1015.1283048687221,60.3,3.0
15253,84.77,17.5,1009.7,44.5,6.0
16969,67.98,14.2,1016.4,62.7,3.0
19214,20.5,9.8,1007.3,64.6,1.0
7729,21.7,15.9,1014.4,74.2,1.0
4132,58.73,10.2,1007.3,53.4,2.0
16460,88.85,14.5,1015.1283048687221,31.5,7.0
6334,39.09,12.8,1016.6,74.6,1.0
6862,61.18,8.5,1017.7,71.7,1.0
5093,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
18752,78.78,8.5,1015.1283048687221,49.8,2.0
8817,76.85,15.6,1023.1,71.8,2.0
7644,77.74,18.9,1004.9,73.9,3.0
6145,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
11595,65.66,8.5,1015.7,64.2,1.0
10097,70.43,8.4,1018.1,72.4,3.0
4735,25.39,11.5,1011.1,73.7,1.0
375,16.72,9.8,1009.9,79.0,1.0
16464,51.67,16.4,1013.1,61.8,3.0
7650,38.81,13.6,1015.1283048687221,66.7,1.0
18554,55.89,14.9,1019.3,59.8,1.0
19170,59.85,6.3,1025.9,60.3,1.0
2898,77.14,10.3,1019.5,38.4,1.0
16573,67.83,20.6,1015.5,63.2,1.0
9303,36.54,10.0,1010.1,81.3,1.0
2892,25.41,9.0,1016.5,71.9,1.0
21309,71.81,8.8,1015.1283048687221,70.0,2.0
3170,76.8,13.8,1035.3,23.8,1.0
2059,41.64,11.3,1017.4,64.9,3.0
20334,74.35,11.3,1021.4,50.1,2.0
17332,46.84,9.4,1016.2,53.1,1.0
10440,65.61,6.8,1011.0,77.7,2.0
9575,54.74,32.8,1014.3,42.4,2.0
5724,31.56,12.8,1020.3,82.5,1.0
9065,56.58,14.0,1011.0,81.9,5.0
14614,15.89,13.8,1007.0,78.6,1.0
17074,78.01,5.3,1015.1283048687221,77.8,3.0
6234,63.44,15.9,1022.3,56.6,2.0
15217,62.65,15.5,1016.6,56.1,2.0
20693,52.52,17.6,1020.8,69.6,3.0
8007,47.66,10.6,1024.5,43.8,3.0
19490,67.47,17.1,1014.6,61.9,2.0
5566,68.43,19.5,1015.8,57.1,2.0
7545,51.75,8.6,1011.1,63.1,1.0
18494,58.98,17.2,1009.5,67.2,1.0
16031,83.15,11.9,1014.9,63.8,2.0
15586,87.06,25.2,1004.9,54.5,2.0
8432,74.25,4.2,1015.5,78.8,1.0
1517,23.19,18.2,1010.6,71.6,1.0
16038,65.95,14.5,1019.7,68.1,3.0
14451,79.2,17.9,1008.6,81.4,2.0
7430,65.93,14.9,1014.1,77.9,1.0
11628,49.81,19.0,1018.6,72.5,1.0
8868,88.59,25.2,1013.9,32.7,4.0
3702,37.4,21.9,1005.8,52.0,1.0
16353,58.13,16.7,1014.1,54.9,5.0
5979,22.9,20.7,1008.0,65.1,1.0
1632,81.23,11.4,1012.3,65.4,3.0
17257,62.89,9.6,1022.9,52.9,3.0
9574,65.75,8.5,1010.8,72.8,1.0
1205,64.13,17.1,1016.9,43.3,3.0
10646,56.01,10.4,1018.6,65.9,1.0
7015,32.67,35.2,1015.7,77.2,3.0
15774,81.28,12.4,1015.2,77.7,2.0
809,11.12,6.9,1011.0,76.9,1.0
18200,55.54,11.4,1022.2,70.9,1.0
8938,34.53,18.5,1012.5,55.1,1.0
16856,83.89,19.5,1003.4,61.7,2.0
4795,73.12,12.5,1021.1,70.8,3.0
11022,58.94,24.5,1012.2,49.8,2.0
13730,60.12,16.6,1023.4,59.4,1.0
3965,22.99,10.5,1023.9,42.8,1.0
11247,73.45,11.6,1010.7,74.9,2.0
5579,50.11,16.1,1020.6,51.2,3.0
10565,59.15,17.5,1015.1,73.5,2.0
3070,53.71,20.5,1013.0,40.0,1.0
10559,77.97,6.6,1014.2,79.3,1.0
4231,49.82,5.6,1022.1,31.2,1.0
6719,35.53,13.3,1008.1,90.6,1.0
9484,74.14,7.0,1021.7,55.6,3.0
13140,68.54,10.7,1009.7,49.1,2.0
16327,82.94,10.3,1016.0,54.9,2.0
3150,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
13819,60.99,0.9,1015.1283048687221,74.7,1.0
2826,13.96,8.1,1014.5,72.0,1.0
15701,59.92,18.3,1011.2,73.6,1.0
3852,50.85,14.8,1014.1,72.6,1.0
15465,62.29,7.8,1015.8,77.7,1.0
2614,63.1,9.1,1020.6,28.8,1.0
13174,65.22,14.1,1026.8,54.2,2.0
20917,80.22,6.7,1012.3,80.5,3.0
6963,53.19,9.9,1014.7,68.7,5.0
9846,71.06,8.9,1050.8,57.6,3.0
5456,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
7605,74.17,9.3,1015.1,76.3,3.0
9781,82.16,19.1,1014.1,62.8,2.0
6581,63.65,14.3,1011.8,78.3,5.0
18880,90.8,8.6,1015.1283048687221,74.7,2.0
6533,23.83,19.7,1012.1,79.2,1.0
7375,59.67,8.3,1020.8,65.3,3.0
21333,44.95,17.7,1008.9,58.1,1.0
4916,53.9,8.4,1015.4,47.9,1.0
1076,71.8,15.0,1016.6,82.5,3.0
17453,46.2,19.7,1015.2,37.0,3.0
1136,64.13,17.1,1016.9,43.3,3.0
14105,65.58,16.1,1009.0,72.3,3.0
17383,80.26,14.9,1008.4,38.4,2.0
2715,88.74,25.2,1015.1283048687221,33.8,1.0
5654,63.33,8.1,1026.0,43.0,1.0
7190,62.4,10.2,1019.0,57.0,1.0
6676,88.66,5.4,1016.5,74.5,2.0
16558,69.58,11.1,1014.9,41.7,3.0
8216,17.69,25.3,1002.2,90.9,1.0
13406,98.4,10.9,1021.5,44.2,6.0
12916,38.45,31.6,1014.1,57.9,1.0
13759,72.2,13.6,1020.6,50.1,2.0
261,70.86,11.5,1013.8,58.3,1.0
19681,88.37,20.9,1015.1283048687221,64.0,2.0
12214,95.42,24.2,1015.1283048687221,55.8,2.0
1695,48.78,12.0,1020.5,54.8,3.0
8200,45.12,20.3,1009.4,64.9,3.0
10094,72.21,15.0,1016.9,74.3,5.0
6507,49.72,15.7,1017.5,72.0,5.0
13177,84.87,16.4,1014.1,43.7,2.0
1713,11.03,6.2,1011.4,77.1,1.0
19445,65.66,9.6,1017.2,67.1,3.0
16784,87.98,17.6,1014.7,39.4,2.0
3250,47.65,45.0,1005.2,45.0,3.0
9731,58.96,13.0,1019.6,76.1,1.0
5277,74.26,18.2,1014.9,58.2,3.0
5627,81.6,16.2,1013.6,57.9,2.0
15569,57.29,11.9,1024.4,60.7,1.0
4134,62.28042364342921,11.4,1015.1283048687221,38.2,5.0
13575,80.64,14.6,1011.5,63.4,1.0
864,95.97,7.9,1015.5,61.8,6.0
15942,68.43,9.4,1020.7,39.7,2.0
18208,48.91,7.9,1020.0,53.2,1.0
6489,45.93,12.7,1009.7,78.7,1.0
5530,77.5,8.6,1020.9,60.6,2.0
2433,85.47,24.1,1019.1,34.0,7.0
8182,69.27,23.8,1015.1283048687221,75.4,1.0
20695,74.15,6.8,1014.7,80.1,3.0
4303,62.13,7.4,1013.9,30.0,1.0
19712,53.27,9.7,1019.0,41.5,1.0
3362,77.06,4.7,1028.3,31.9,1.0
5165,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
19873,74.78,8.9,1015.1283048687221,36.9,3.0
890,11.12,6.9,1011.0,76.9,1.0
13139,85.65,12.3,1012.6,65.9,2.0
11009,84.89,18.5,1010.7,75.3,2.0
8890,88.48,17.7,1015.4,77.1,2.0
7558,45.57,12.1,1016.4,42.5,1.0
8485,85.9,10.9,1015.1283048687221,47.4,2.0
4055,69.4,5.4,1025.3,41.2,1.0
13613,71.64,8.1,1019.9,55.4,2.0
18681,75.12,16.8,1010.4,78.3,2.0
5079,33.82,15.4,1009.2,78.1,1.0
11980,73.37,15.6,1013.3,75.9,5.0
1112,22.9,9.2,1019.1,63.5,1.0
631,65.09,16.1,1010.8,49.4,3.0
8404,65.15,21.9,1018.6,53.7,2.0
1838,37.67,8.6,1012.2,73.9,1.0
9801,70.05,8.0,1017.5,76.1,1.0
5970,58.93,9.0,1024.3,60.0,5.0
5383,49.45,11.4,1012.6,59.2,1.0
21402,80.92,15.3,1022.3,47.3,2.0
20869,51.23,14.9,1010.0,72.6,1.0
6357,70.42,9.1,1019.6,82.3,5.0
5370,89.71,12.9,1020.4,49.0,2.0
21312,82.74,11.5,1020.2,73.7,2.0
5538,78.88,11.7,1014.9,65.5,3.0
7665,48.63,13.6,1021.9,50.3,1.0
19566,79.24,7.1,1022.7,65.8,1.0
4619,40.02,8.3,1012.9,78.8,1.0
6373,22.8,16.3,1005.9,88.8,1.0
3149,19.27,14.5,1010.8,73.9,3.0
12136,73.67,21.9,1010.7,86.1,3.0
1934,64.13,17.1,1016.9,43.3,3.0
3535,90.4,12.0,1026.3,46.2,6.0
19525,69.04,12.5,1013.0,77.5,5.0
15549,68.07,10.3,1020.3,61.7,1.0
13250,73.93,15.1,1013.2,74.9,5.0
19015,82.63,7.3,1019.8,50.0,6.0
295,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
2876,92.33,6.4,1018.7,62.2,6.0
1166,64.13,17.1,1016.9,43.3,3.0
20015,59.68,10.8,1023.2,65.1,3.0
6076,38.54,17.2,1014.6,74.2,1.0
7393,22.33,14.3,1015.1,64.4,1.0
16078,45.53,9.5,1015.1283048687221,73.7,1.0
8759,56.57,8.9,1019.6,73.4,1.0
2446,82.95,14.4,1015.3,32.3,7.0
11192,41.49,18.6,1015.6,54.1,1.0
2439,79.07,7.0,1012.8,84.8,1.0
7982,76.8,11.3,1013.9,76.4,2.0
7035,44.56,12.2,1011.3,79.7,5.0
15083,90.96,23.0,1010.2,57.6,2.0
281,28.51,17.3,1012.9,75.9,1.0
17040,79.13,9.0,1015.1283048687221,70.7,5.0
18469,72.85,15.4,1014.4,86.9,2.0
18893,65.57,17.2,1011.5,63.7,2.0
11815,84.12,17.8,1015.1283048687221,70.4,2.0
7924,64.29,5.8,1020.6,73.9,3.0
1290,47.27,10.6,1012.5,68.7,1.0
20474,72.75,5.5,1018.1,76.3,3.0
9837,76.78,19.7,1010.3,74.3,2.0
12007,48.94,13.8,1020.4,66.7,1.0
20766,59.67,15.4,1015.3,64.7,3.0
14708,37.45,15.5,1012.8,73.2,2.0
5983,22.86,13.9,1013.3,67.3,1.0
18458,80.36,19.5,1024.7,55.3,3.0
16661,78.02,12.0,1010.4,69.8,5.0
4254,70.92,10.3,1019.4,38.7,3.0
8187,66.37,15.3,1021.9,23.8,9.0
7235,68.44,22.4,1014.5,62.9,2.0
9338,56.81,8.5,1015.7,79.7,1.0
16678,85.4,12.6,1012.5,71.1,2.0
12547,78.06,12.2,1019.1,46.9,2.0
11210,64.18,9.3,1012.5,71.4,3.0
19708,81.29,17.6,1008.0,38.3,5.0
3545,46.76,5.0,1027.3,50.4,1.0
12701,78.07,19.1,1012.1,77.9,2.0
10873,56.56,13.5,1014.4,71.3,1.0
15358,68.89,12.1,1013.3,54.4,2.0
1369,87.09,12.3,1009.3,75.4,2.0
14818,41.15,12.8,1017.7,56.4,1.0
10777,73.08,17.9,1009.0,52.2,2.0
20279,62.85,17.9,1012.5,45.9,2.0
17698,66.32,7.9,1012.0,75.9,3.0
4085,30.72,20.4,1020.8,47.0,1.0
12107,34.71,13.9,1009.3,85.1,1.0
1726,59.57,11.4,1017.3,50.4,3.0
2357,40.59,30.0,1002.8,58.6,5.0
3395,47.43,31.6,1008.6,56.3,3.0
11040,64.16,13.7,1020.4,57.4,1.0
7741,85.96,7.4,1010.6,70.9,2.0
7406,65.05,16.1,1011.3,44.5,7.0
15660,51.14,12.2,1022.4,53.9,1.0
20236,65.88,12.3,1021.8,55.0,1.0
20591,36.57,11.6,1013.2,71.2,1.0
12622,78.17,8.1,1016.4,49.3,4.0
6212,40.34,19.9,1008.5,68.7,1.0
9362,67.61,6.8,1012.8,65.5,5.0
17781,47.23,20.5,1020.7,42.3,3.0
1244,77.59,19.8,1020.3,35.0,7.0
7620,72.77,11.3,1015.1283048687221,44.2,3.0
833,10.88,5.5,1011.3,77.1,1.0
149,64.13,17.1,1016.9,43.3,3.0
5268,74.26,18.2,1014.9,58.2,3.0
10540,47.22,16.8,1024.9,55.8,3.0
13480,72.19,14.1,1011.2,74.3,2.0
184,11.12,6.9,1011.0,76.9,1.0
9079,93.94,17.4,1016.4,53.4,2.0
17304,64.76,7.5,1023.3,63.2,1.0
1487,16.82,10.1,1011.4,78.1,1.0
2926,71.29,24.2,1015.1283048687221,41.3,1.0
14716,83.29,13.0,1011.0,61.5,2.0
5610,64.57,8.9,1022.5,64.4,1.0
16091,69.26,12.0,1013.1,85.4,1.0
5968,33.57,10.2,1018.0,69.3,1.0
8671,58.78,7.1,1028.3,65.0,1.0
12955,65.41,13.8,1015.1,36.0,7.0
15714,32.86,15.7,1015.1283048687221,42.3,1.0
2035,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
5777,57.03,13.3,1002.8,79.5,1.0
10423,77.83,10.0,1010.4,65.6,2.0
264,82.6,13.9,1009.7,76.2,2.0
19683,80.81,17.2,1015.1283048687221,69.7,3.0
2504,76.15,6.4,1017.1,75.8,3.0
4692,74.82,9.7,1015.9,66.6,3.0
9603,70.88,5.4,1013.6,79.9,1.0
21030,73.33,10.3,1009.3,32.8,2.0
3030,46.46,11.5,1013.8,53.5,1.0
13979,82.96,12.0,1022.0,60.9,2.0
18634,41.92,8.3,1017.0,39.0,1.0
18779,89.01,14.1,1019.1,73.6,2.0
1378,60.01,14.4,1012.9,40.8,3.0
1500,15.85,10.3,1012.1,77.0,1.0
2291,83.38,12.1,1023.0,13.3,3.0
9459,68.86,9.0,1014.3,87.2,3.0
11739,47.45,21.8,1011.1,80.4,1.0
10941,64.61,12.7,1020.3,59.0,3.0
7074,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
19838,86.44,20.9,1009.9,76.0,2.0
7761,67.15,13.4,1015.1283048687221,74.2,1.0
19969,61.73,21.0,1015.1,82.1,3.0
11074,73.01,12.6,1033.0,34.7,7.0
19821,35.22,25.9,1015.1283048687221,42.7,1.0
13236,52.74,16.5,1015.1283048687221,58.0,2.0
11514,48.07,14.9,1007.7,46.2,3.0
16013,81.38,15.8,1015.4,46.5,2.0
14520,87.46,18.9,1004.3,78.8,2.0
14450,68.47,9.3,1005.5,66.3,2.0
7203,52.0,19.9,1011.4,48.1,3.0
9001,92.45,4.2,1020.3,62.7,2.0
11362,43.31,15.8,1022.1,44.2,1.0
11220,81.07,21.3,1003.5,71.7,2.0
3254,27.45,15.0,1018.0,63.8,1.0
7428,54.21,17.7,1006.7,59.3,2.0
19466,52.66,20.2,1023.0,32.9,3.0
20978,40.61,19.9,1016.2,55.4,3.0
51,33.23,20.8,1015.1,49.5,1.0
7792,54.3,24.4,1016.0,57.9,1.0
8798,11.16,15.6,1014.1,83.0,1.0
7633,72.73,9.9,1012.6,83.4,3.0
13325,63.54,18.3,1016.0,76.3,1.0
12657,62.36,7.9,1015.8,67.8,1.0
11346,61.67,28.4,1009.0,42.3,3.0
1969,25.06,22.0,1010.5,86.9,5.0
15556,90.19,7.8,1025.1,50.9,2.0
19097,63.64,8.9,1016.3,47.7,2.0
7848,34.04,21.6,1017.3,41.5,5.0
5578,79.77,11.1,1014.2,57.1,2.0
1514,19.93,13.9,1010.4,71.6,1.0
19717,59.26,22.9,1009.5,57.6,2.0
16552,22.62,20.2,1007.8,66.5,1.0
2322,11.36,20.3,1017.4,64.3,1.0
4671,51.22,15.6,1007.6,64.5,5.0
16808,77.48,25.9,1014.6,77.4,2.0
15167,75.39,24.5,1015.1283048687221,57.4,6.0
18986,53.06,10.1,1023.9,49.9,3.0
3494,30.83,22.2,1008.3,70.4,5.0
9437,68.21,18.1,1020.9,46.1,1.0
1354,16.91,19.5,1007.6,89.3,1.0
13577,78.29,9.1,1012.7,80.1,3.0
7237,54.79,15.8,1013.4,66.0,3.0
3537,32.54,23.0,1015.4,65.1,1.0
3156,40.06,11.4,1021.3,66.9,3.0
15830,18.03,25.5,1013.7,61.4,1.0
3326,16.02,20.7,1016.7,74.0,1.0
4000,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
9307,66.45,23.3,1004.9,49.4,2.0
10675,44.85,20.0,1007.5,46.6,1.0
853,59.35,20.1,1017.0,47.4,2.0
16093,71.15,14.2,1019.6,54.4,3.0
467,53.27,27.1,1016.2,46.6,2.0
16235,85.85,17.2,1014.7,77.4,2.0
7179,85.03,12.0,1015.9,69.9,3.0
18642,53.14,13.9,1015.8,59.2,1.0
16437,49.49,22.0,1005.7,46.1,2.0
2177,36.83,5.1,1022.4,54.8,1.0
6290,64.14,23.0,1008.4,74.4,5.0
1639,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
3995,39.15,9.2,1012.9,78.9,1.0
4715,72.1,28.9,1015.1283048687221,22.3,3.0
3700,74.71,13.9,1010.2,75.6,2.0
10744,66.18,12.8,1013.0,71.6,1.0
17375,64.97,23.6,1003.4,85.6,1.0
19225,50.48,8.1,1012.8,63.0,3.0
7798,62.76,15.4,1015.1283048687221,70.5,1.0
17596,64.5,17.3,1025.2,67.3,3.0
11337,49.6,11.4,1007.1,39.7,1.0
14289,85.56,12.3,1016.4,73.7,3.0
7764,57.77,8.9,1019.5,82.0,1.0
12640,85.04,13.6,1010.4,66.6,2.0
20805,60.76,15.6,1020.9,50.8,2.0
3591,54.7,7.3,1018.3,54.6,3.0
10998,95.41,24.3,1022.6,49.2,6.0
8049,79.72,7.4,1007.6,54.4,2.0
6924,26.32,16.1,1013.6,71.4,1.0
515,26.98,18.5,1016.1,56.9,1.0
2709,51.7,18.7,1017.5,78.3,1.0
356,11.0,5.4,1011.3,77.1,1.0
6962,54.19,8.1,1010.6,71.0,1.0
20541,56.06,15.1,1025.0,42.2,1.0
15629,40.27,18.9,1012.6,60.2,1.0
8118,79.35,12.8,1021.7,59.7,2.0
8721,64.37,10.8,1025.7,68.5,1.0
3320,37.75,25.3,1006.7,79.0,1.0
16443,43.25,10.1,1024.8,62.1,3.0
20076,53.82,12.1,1018.7,72.4,1.0
16377,79.96,12.4,1012.6,43.3,3.0
16665,64.12,7.4,1014.3,67.6,1.0
13471,80.99,11.8,1013.5,67.1,2.0
3348,70.26,10.0,1028.1,34.3,1.0
1629,77.64,13.9,1019.5,71.3,2.0
19166,45.32,17.1,1019.4,58.3,1.0
16171,71.39,11.6,1010.3,71.1,2.0
13753,64.77,20.2,1018.8,46.2,2.0
20046,80.06,14.0,1008.2,74.3,2.0
5148,80.02,2.8,1018.9,33.1,3.0
8643,78.05,12.4,1016.3,77.2,2.0
3575,48.86,27.7,1015.5,69.3,3.0
13614,73.14,13.4,1012.6,36.8,7.0
7325,65.29,33.3,1009.2,47.3,2.0
11552,61.15,24.8,1002.3,60.1,5.0
17660,80.26,12.9,1029.6,36.9,2.0
15964,69.35,6.2,1003.6,38.3,3.0
4047,39.21,23.0,1009.1,56.8,1.0
17914,74.56,12.8,1016.8,49.3,3.0
12225,77.76,26.0,1002.7,50.2,2.0
6991,29.48,18.4,1012.9,74.7,1.0
805,46.42,13.7,1021.0,55.6,3.0
8844,71.72,15.0,1021.8,62.3,3.0
16289,69.61,11.2,1010.9,57.4,2.0
17913,48.95,9.3,1025.1,43.1,3.0
10746,85.59,11.8,1013.7,68.2,3.0
11941,75.57,13.9,1018.7,37.7,7.0
6854,44.48,24.2,1010.3,79.4,1.0
20184,70.62,13.3,1009.2,74.8,3.0
5666,66.52,16.7,1005.5,57.1,5.0
19075,67.95,12.3,1015.1283048687221,26.4,3.0
19438,84.73,16.9,1006.0,48.6,4.0
10677,76.53,11.4,1018.0,52.4,2.0
1367,84.58,14.1,1011.2,75.5,2.0
18848,75.02,19.4,1022.0,35.8,2.0
15948,55.33,13.0,1017.4,69.2,3.0
16384,78.27,14.4,1011.3,62.1,2.0
15817,55.97,12.5,1015.1283048687221,63.5,5.0
7553,62.53,18.7,1007.2,53.6,2.0
16374,78.83,11.2,1005.9,57.3,1.0
6044,64.13,18.5,1011.0,80.0,2.0
5072,62.28042364342921,13.929934840935072,1015.1283048687221,61.882653061224794,2.263150330554757
10226,65.79,15.9,1014.9,47.4,3.0
9461,79.1,20.6,1004.6,81.6,3.0
16560,78.54,13.3,1018.3,74.1,2.0
1022,38.62,10.4,1010.7,51.9,3.0
8704,70.13,10.9,1019.3,46.5,3.0
14872,46.37,14.3,1011.0,50.3,3.0
1286,26.63,14.3,1011.0,78.0,1.0
9654,66.73,11.3,1014.7,80.3,2.0
18793,76.67,21.8,1012.3,69.8,2.0
5908,68.94,14.2,1013.8,52.8,1.0
15579,82.42,17.5,1009.7,51.9,2.0
13427,72.18,27.3,1004.7,65.2,2.0
19392,52.16,15.9,1030.2,46.6,3.0
6543,56.05,11.4,1016.6,73.3,2.0
18768,62.58,17.1,1009.6,83.2,1.0
1348,64.13,17.1,1016.9,43.3,3.0
10674,58.25,16.0,1017.4,53.2,1.0
13605,65.56,9.7,1007.0,57.1,2.0
20925,72.69,13.2,1011.0,69.9,2.0
4275,71.68,27.5,1014.0,23.8,3.0
14644,56.75,12.4,1019.4,80.2,5.0
532,55.0,10.9,1015.4,60.8,1.0
20749,66.06,9.7,1022.9,68.0,1.0
15665,71.29,10.0,1021.1,35.1,3.0
16273,72.0,10.1,1011.5,78.2,2.0
380,10.79,6.0,1011.2,77.2,1.0
10058,78.04,6.3,1022.3,33.6,2.0
20867,73.05,6.3,1013.6,80.2,1.0
19730,22.7,26.4,1005.6,83.1,1.0
7133,37.43,1.4,1013.1,69.0,1.0
19065,68.59,13.6,1025.2,56.9,3.0
10195,74.75,17.2,1010.0,65.3,2.0
930,67.29,12.7,1015.8,58.8,1.0
